CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
789531633.0,53.0,F,4.0,Graduate,Single,Less than $40K,Blue,46.0,4.0,1.0,2.0,4117.0,777.0,3340.0,0.592,5218.0,88.0,0.6,0.189,Existing Customer
717865008.0,51.0,F,1.0,Unknown,Married,$40K - $60K,Blue,36.0,2.0,1.0,1.0,1438.3,468.0,970.3,0.747,4425.0,81.0,1.077,0.325,Existing Customer
779261433.0,54.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,3.0,1.0,2.0,2043.0,1597.0,446.0,0.814,3553.0,61.0,0.694,0.782,Existing Customer
,50.0,F,0.0,Graduate,Married,Less than $40K,Blue,38.0,2.0,3.0,1.0,4935.0,1574.0,3361.0,1.01,8527.0,,0.5,0.319,Attrited Customer
719146008.0,48.0,M,3.0,Graduate,Married,,Blue,39.0,,4.0,3.0,18672.0,2517.0,16155.0,,1126.0,35.0,0.591,0.135,Attrited Customer
712865583.0,57.0,F,5.0,Graduate,Married,$40K - $60K,Blue,49.0,4.0,2.0,2.0,3301.0,2517.0,784.0,0.842,3939.0,69.0,1.226,0.762,Existing Customer
710831133.0,42.0,M,3.0,Unknown,Married,$80K - $120K,Blue,,5.0,2.0,2.0,18085.0,1487.0,16598.0,0.792,1582.0,47.0,,0.082,Existing Customer
711526533.0,33.0,M,3.0,Post-Graduate,Married,$80K - $120K,Blue,25.0,4.0,2.0,3.0,16434.0,2104.0,14330.0,0.955,1726.0,,0.85,0.128,Existing Customer
709265208.0,47.0,F,4.0,Graduate,Single,Less than $40K,Blue,37.0,4.0,3.0,2.0,1438.3,780.0,658.3,0.66,4422.0,59.0,0.844,0.542,Existing Customer
721365033.0,37.0,M,3.0,Uneducated,Single,$40K - $60K,Blue,36.0,3.0,2.0,4.0,1696.0,0.0,,0.857,2095.0,43.0,0.536,0.0,Attrited Customer
713952558.0,53.0,F,3.0,Doctorate,Single,Unknown,Blue,43.0,3.0,3.0,2.0,1790.0,1474.0,316.0,0.595,2128.0,40.0,0.429,0.823,Attrited Customer
709206333.0,44.0,F,4.0,Graduate,Single,$40K - $60K,Blue,30.0,3.0,4.0,4.0,4333.0,0.0,4333.0,0.463,1558.0,40.0,0.538,0.0,Attrited Customer
809425533.0,45.0,F,2.0,Uneducated,Divorced,$40K - $60K,Silver,40.0,5.0,2.0,2.0,15785.0,1174.0,14611.0,0.732,8097.0,105.0,,0.074,Existing Customer
718665933.0,43.0,M,3.0,Unknown,Divorced,,Blue,30.0,3.0,1.0,2.0,34516.0,2517.0,31999.0,0.77,7437.0,86.0,0.623,0.073,Existing Customer
721253508.0,40.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,6.0,3.0,1.0,9599.0,2356.0,7243.0,0.791,4754.0,84.0,0.68,0.245,Existing Customer
708688608.0,62.0,F,1.0,High School,Married,Less than $40K,Blue,48.0,5.0,3.0,1.0,3140.0,1985.0,1155.0,1.346,1626.0,41.0,0.864,0.632,Existing Customer
711423558.0,60.0,F,,,Single,$40K - $60K,Blue,50.0,4.0,1.0,2.0,4606.0,0.0,,0.857,4181.0,63.0,1.032,0.0,Existing Customer
716680983.0,41.0,F,3.0,Doctorate,,Less than $40K,Blue,36.0,3.0,1.0,1.0,1956.0,1053.0,903.0,,4924.0,70.0,0.795,0.538,Existing Customer
713984208.0,52.0,M,4.0,Graduate,Married,$40K - $60K,Blue,33.0,5.0,2.0,1.0,5776.0,874.0,4902.0,0.894,4029.0,72.0,0.636,0.151,Existing Customer
708908883.0,37.0,F,2.0,Graduate,Divorced,Less than $40K,Silver,32.0,1.0,3.0,2.0,12033.0,1025.0,11008.0,0.684,12603.0,106.0,0.893,0.085,Existing Customer
717022533.0,43.0,F,2.0,Post-Graduate,Single,$40K - $60K,Blue,36.0,,1.0,3.0,2283.0,0.0,2283.0,0.899,4088.0,66.0,0.886,0.0,Existing Customer
771688983.0,53.0,F,2.0,High School,Single,Less than $40K,Blue,41.0,4.0,1.0,,,1811.0,441.0,0.68,4201.0,68.0,1.125,0.804,Existing Customer
712161858.0,55.0,F,5.0,Unknown,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,1438.3,0.0,1438.3,0.571,2244.0,54.0,0.929,0.0,Attrited Customer
719602908.0,42.0,F,2.0,Post-Graduate,Single,$40K - $60K,Blue,34.0,3.0,3.0,3.0,5667.0,812.0,4855.0,0.62,2064.0,42.0,0.4,0.143,Attrited Customer
711131958.0,50.0,F,3.0,Doctorate,Single,$40K - $60K,Blue,42.0,4.0,3.0,3.0,3743.0,881.0,2862.0,0.77,4621.0,71.0,0.821,0.235,Existing Customer
716663808.0,57.0,F,3.0,High School,Married,Less than $40K,Blue,36.0,3.0,3.0,1.0,3999.0,721.0,3278.0,0.847,15443.0,102.0,0.672,0.18,Existing Customer
715354983.0,44.0,M,3.0,Graduate,Married,$40K - $60K,Blue,35.0,6.0,3.0,1.0,6327.0,0.0,6327.0,0.666,3653.0,77.0,0.674,0.0,Existing Customer
712920633.0,49.0,F,2.0,Unknown,Married,$40K - $60K,Blue,35.0,4.0,1.0,1.0,1438.3,0.0,1438.3,0.618,4348.0,79.0,0.646,0.0,Existing Customer
718731183.0,61.0,M,1.0,Unknown,Married,$40K - $60K,Blue,49.0,1.0,2.0,2.0,5472.0,788.0,4684.0,0.526,705.0,14.0,0.273,0.144,Attrited Customer
711646908.0,39.0,M,3.0,Unknown,Single,$60K - $80K,Blue,23.0,1.0,2.0,3.0,7821.0,2517.0,5304.0,0.408,2010.0,43.0,0.344,0.322,Attrited Customer
770778108.0,49.0,M,4.0,Post-Graduate,Married,$60K - $80K,Blue,35.0,4.0,2.0,3.0,2527.0,1419.0,1108.0,0.797,3585.0,68.0,0.943,0.562,Existing Customer
710628783.0,38.0,M,4.0,High School,Single,$80K - $120K,Gold,36.0,6.0,1.0,3.0,34516.0,1140.0,33376.0,0.815,1445.0,45.0,0.957,0.033,Existing Customer
715878183.0,46.0,M,4.0,Graduate,Single,$80K - $120K,Blue,35.0,4.0,3.0,3.0,18325.0,723.0,17602.0,0.815,1517.0,33.0,0.65,0.039,Existing Customer
716666133.0,51.0,M,4.0,Graduate,Single,$120K +,Blue,39.0,6.0,4.0,1.0,19350.0,0.0,19350.0,0.982,4657.0,70.0,0.795,0.0,Existing Customer
720014358.0,38.0,F,1.0,Doctorate,Single,Less than $40K,Blue,26.0,5.0,2.0,4.0,1934.0,985.0,949.0,0.72,4019.0,78.0,0.857,0.509,Existing Customer
714166833.0,44.0,F,3.0,Graduate,Single,Less than $40K,Silver,34.0,3.0,3.0,2.0,13609.0,1432.0,12177.0,,7796.0,77.0,0.791,0.105,Existing Customer
712569408.0,56.0,F,4.0,Doctorate,Single,$40K - $60K,Blue,44.0,4.0,2.0,3.0,3455.0,1385.0,2070.0,0.773,4925.0,82.0,0.745,0.401,Existing Customer
710738883.0,,F,3.0,High School,Married,Less than $40K,Blue,36.0,4.0,2.0,3.0,2187.0,1094.0,1093.0,0.843,4222.0,61.0,0.649,0.5,Existing Customer
712196508.0,46.0,F,3.0,High School,Single,Unknown,Blue,34.0,4.0,3.0,3.0,29543.0,1164.0,,0.717,1015.0,27.0,0.35,0.039,Attrited Customer
753606108.0,56.0,M,3.0,Unknown,Single,$60K - $80K,Blue,49.0,3.0,1.0,3.0,1438.3,0.0,1438.3,0.503,1093.0,22.0,0.833,0.0,Existing Customer
713094483.0,43.0,F,3.0,Unknown,Married,$40K - $60K,Blue,32.0,3.0,2.0,4.0,4391.0,0.0,4391.0,0.757,4741.0,78.0,0.814,0.0,Existing Customer
779533983.0,47.0,M,2.0,College,Divorced,$80K - $120K,Blue,31.0,3.0,1.0,3.0,,723.0,4572.0,,4412.0,90.0,0.579,0.137,Existing Customer
716578158.0,39.0,F,1.0,Unknown,Married,Less than $40K,Blue,29.0,6.0,2.0,5.0,2722.0,1592.0,1130.0,1.319,3205.0,49.0,0.633,0.585,Existing Customer
820868508.0,47.0,M,2.0,College,Married,$40K - $60K,Blue,43.0,3.0,4.0,1.0,7106.0,736.0,6370.0,0.687,5192.0,75.0,0.562,0.104,Existing Customer
769463433.0,41.0,F,2.0,Post-Graduate,Single,Less than $40K,Blue,35.0,6.0,3.0,2.0,8666.0,0.0,8666.0,0.682,3593.0,71.0,0.578,0.0,Existing Customer
713908683.0,51.0,M,1.0,Unknown,Single,$80K - $120K,Blue,41.0,6.0,2.0,2.0,18749.0,1314.0,17435.0,0.711,1381.0,33.0,0.435,0.07,Existing Customer
772336458.0,60.0,F,1.0,Uneducated,,$40K - $60K,Blue,50.0,4.0,4.0,3.0,1438.3,1025.0,413.3,0.838,702.0,12.0,0.714,0.713,Attrited Customer
713588958.0,40.0,F,4.0,Unknown,Single,Less than $40K,Blue,25.0,4.0,1.0,1.0,2129.0,1507.0,622.0,0.636,3655.0,70.0,0.667,0.708,Existing Customer
712460433.0,39.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,25.0,4.0,1.0,3.0,9121.0,1426.0,7695.0,0.666,4112.0,80.0,0.481,0.156,Existing Customer
719660658.0,37.0,F,1.0,High School,Single,Unknown,Blue,,6.0,2.0,2.0,16594.0,1931.0,14663.0,0.702,2134.0,47.0,0.808,0.116,Existing Customer
718100808.0,49.0,F,1.0,Uneducated,Married,Less than $40K,Gold,37.0,2.0,3.0,1.0,15987.0,2065.0,13922.0,0.705,7395.0,100.0,0.562,0.129,Existing Customer
822138333.0,61.0,F,0.0,Graduate,Single,$40K - $60K,Blue,56.0,4.0,3.0,5.0,7118.0,813.0,6305.0,0.475,3964.0,66.0,0.65,0.114,Existing Customer
710043408.0,49.0,M,3.0,Graduate,Married,$80K - $120K,Blue,37.0,4.0,1.0,4.0,15610.0,2048.0,13562.0,0.657,1916.0,58.0,0.526,0.131,Existing Customer
715452408.0,37.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,,4.0,3.0,3.0,,987.0,747.0,,4727.0,67.0,0.914,0.569,Existing Customer
,49.0,M,3.0,Unknown,Unknown,$120K +,Blue,44.0,5.0,2.0,2.0,21620.0,2008.0,19612.0,0.691,1300.0,33.0,0.5,,Existing Customer
715482483.0,26.0,M,0.0,High School,Single,Unknown,Blue,36.0,5.0,2.0,3.0,3184.0,1421.0,1763.0,0.712,2253.0,59.0,0.439,0.446,Existing Customer
809811858.0,43.0,M,5.0,High School,Unknown,$80K - $120K,Blue,38.0,3.0,3.0,2.0,1504.0,0.0,1504.0,0.987,2530.0,43.0,0.344,0.0,Attrited Customer
713608383.0,54.0,F,1.0,Unknown,Married,Less than $40K,Blue,40.0,1.0,1.0,4.0,1438.3,0.0,1438.3,0.43,1632.0,36.0,0.44,0.0,Attrited Customer
,37.0,M,,High School,Single,$40K - $60K,Blue,24.0,6.0,2.0,3.0,11699.0,1758.0,9941.0,0.869,2007.0,46.0,1.0,0.15,Existing Customer
712753758.0,57.0,F,1.0,High School,Single,Less than $40K,Blue,41.0,4.0,4.0,3.0,2442.0,1699.0,743.0,0.639,4313.0,75.0,0.562,0.696,Existing Customer
716660583.0,45.0,,0.0,Graduate,Single,$40K - $60K,Blue,37.0,4.0,5.0,2.0,10271.0,1746.0,8525.0,0.661,3696.0,72.0,0.6,0.17,Existing Customer
710142258.0,53.0,F,2.0,Unknown,Single,Less than $40K,Blue,36.0,5.0,2.0,2.0,1820.0,909.0,911.0,0.737,4665.0,67.0,0.763,0.499,Existing Customer
768661758.0,53.0,M,0.0,Uneducated,Divorced,$120K +,Blue,47.0,5.0,2.0,1.0,26129.0,1752.0,24377.0,0.742,4919.0,75.0,0.744,0.067,Existing Customer
712967508.0,47.0,M,3.0,Doctorate,Unknown,$60K - $80K,Blue,36.0,4.0,1.0,2.0,2572.0,1093.0,1479.0,0.615,5038.0,86.0,0.83,0.425,Existing Customer
709188108.0,45.0,M,2.0,Graduate,Single,$60K - $80K,Silver,33.0,4.0,2.0,,34516.0,1529.0,32987.0,0.609,,105.0,0.81,0.044,Existing Customer
710455608.0,40.0,,3.0,High School,Single,$80K - $120K,Blue,36.0,2.0,,2.0,4620.0,0.0,4620.0,,6644.0,61.0,0.694,0.0,Attrited Customer
718567758.0,41.0,M,1.0,College,Married,$40K - $60K,Blue,32.0,3.0,4.0,2.0,10682.0,1334.0,9348.0,0.702,7332.0,92.0,0.614,0.125,Existing Customer
717596883.0,58.0,F,0.0,Graduate,Single,$40K - $60K,Blue,39.0,4.0,3.0,2.0,5530.0,1233.0,4297.0,0.859,5270.0,78.0,1.0,0.223,Existing Customer
714871683.0,58.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,2.0,4.0,3.0,1438.3,537.0,901.3,0.819,715.0,13.0,0.182,0.373,Attrited Customer
712438308.0,27.0,F,1.0,High School,Married,Unknown,Blue,15.0,2.0,1.0,2.0,7469.0,0.0,7469.0,0.688,16730.0,122.0,0.718,0.0,Existing Customer
718011783.0,55.0,M,3.0,Graduate,Married,$40K - $60K,Blue,,3.0,3.0,,2205.0,1337.0,868.0,0.65,1591.0,,0.727,0.606,Existing Customer
768655158.0,29.0,M,0.0,Unknown,Married,$60K - $80K,Blue,23.0,3.0,3.0,2.0,6224.0,1092.0,5132.0,0.919,2222.0,39.0,0.56,0.175,Existing Customer
711294258.0,43.0,F,1.0,Graduate,Single,Less than $40K,Blue,38.0,3.0,3.0,3.0,2642.0,2377.0,265.0,0.829,4780.0,88.0,0.725,0.9,Existing Customer
813961233.0,30.0,M,0.0,Unknown,Single,$80K - $120K,Blue,25.0,5.0,2.0,2.0,4237.0,1676.0,2561.0,,2465.0,88.0,0.725,0.396,Existing Customer
789777408.0,26.0,F,0.0,Post-Graduate,Single,Less than $40K,Blue,15.0,3.0,2.0,3.0,1442.0,1428.0,14.0,0.496,1134.0,26.0,0.238,0.99,Attrited Customer
715615233.0,60.0,F,1.0,High School,Divorced,Less than $40K,Blue,48.0,5.0,3.0,3.0,2737.0,1812.0,925.0,0.703,4507.0,86.0,0.955,0.662,Existing Customer
708376983.0,58.0,F,1.0,Unknown,Single,Unknown,Blue,50.0,5.0,2.0,2.0,8513.0,799.0,7714.0,0.451,2119.0,37.0,0.542,0.094,Attrited Customer
757685733.0,43.0,,2.0,Graduate,Single,Less than $40K,Blue,36.0,,2.0,2.0,3226.0,2145.0,1081.0,0.644,5066.0,75.0,,0.665,Existing Customer
708706833.0,39.0,F,3.0,Uneducated,Divorced,Unknown,Blue,36.0,4.0,3.0,3.0,2809.0,0.0,2809.0,0.854,2466.0,40.0,0.538,0.0,Attrited Customer
743590608.0,50.0,M,2.0,High School,Married,$60K - $80K,Blue,43.0,6.0,3.0,4.0,21869.0,950.0,20919.0,0.866,4233.0,71.0,0.775,0.043,Existing Customer
767354208.0,48.0,M,4.0,Graduate,Married,$80K - $120K,Blue,41.0,,2.0,1.0,14322.0,0.0,14322.0,0.602,3993.0,75.0,0.531,0.0,Existing Customer
,32.0,M,0.0,High School,Married,$60K - $80K,,26.0,5.0,2.0,3.0,5397.0,1784.0,,0.904,2056.0,49.0,0.633,0.331,Existing Customer
716106108.0,49.0,M,4.0,Post-Graduate,Married,$120K +,Silver,41.0,2.0,3.0,2.0,34516.0,0.0,34516.0,0.663,13376.0,129.0,0.72,0.0,Existing Customer
772466508.0,45.0,M,3.0,Unknown,Single,$60K - $80K,Blue,35.0,6.0,2.0,1.0,18004.0,2517.0,15487.0,0.569,2030.0,45.0,0.452,0.14,Attrited Customer
,44.0,M,2.0,College,Married,$80K - $120K,Blue,37.0,5.0,3.0,,8241.0,0.0,8241.0,0.723,4436.0,79.0,0.756,,Existing Customer
709329558.0,49.0,F,4.0,High School,Single,Less than $40K,Gold,34.0,4.0,3.0,2.0,15569.0,1554.0,14015.0,0.436,4566.0,73.0,0.78,0.1,Existing Customer
715691808.0,41.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,,5.0,3.0,4.0,7764.0,621.0,7143.0,0.67,3955.0,72.0,0.756,0.08,Existing Customer
788794758.0,46.0,M,4.0,Graduate,Single,$40K - $60K,Blue,28.0,2.0,2.0,4.0,2979.0,0.0,2979.0,0.644,2061.0,38.0,0.462,0.0,Attrited Customer
719301258.0,61.0,M,0.0,Post-Graduate,Single,$40K - $60K,Silver,42.0,4.0,3.0,2.0,15939.0,0.0,,0.791,3982.0,68.0,0.943,0.0,Existing Customer
719326758.0,52.0,F,0.0,Doctorate,Married,Less than $40K,Blue,36.0,4.0,3.0,2.0,4353.0,1489.0,2864.0,0.945,9226.0,85.0,1.073,0.342,Attrited Customer
717819633.0,49.0,F,3.0,Uneducated,Married,Less than $40K,Blue,42.0,6.0,1.0,2.0,3949.0,1463.0,2486.0,1.072,4124.0,57.0,0.839,0.37,Existing Customer
712948383.0,48.0,M,4.0,Graduate,Married,$60K - $80K,Gold,36.0,1.0,6.0,1.0,34516.0,0.0,34516.0,0.72,7396.0,100.0,0.562,0.0,Existing Customer
708244458.0,47.0,F,2.0,Unknown,Married,Less than $40K,Blue,35.0,3.0,3.0,2.0,2793.0,1517.0,1276.0,0.712,3485.0,72.0,0.895,0.543,Existing Customer
737052258.0,62.0,F,1.0,Unknown,Single,Less than $40K,Blue,55.0,6.0,1.0,1.0,5284.0,2517.0,2767.0,0.674,4525.0,63.0,0.537,0.476,Existing Customer
773172483.0,30.0,M,0.0,Graduate,Married,$40K - $60K,Blue,23.0,6.0,,4.0,4063.0,0.0,4063.0,0.776,7463.0,70.0,0.707,0.0,Attrited Customer
719013108.0,42.0,M,3.0,Graduate,Divorced,$40K - $60K,Blue,33.0,4.0,2.0,4.0,3178.0,1800.0,1378.0,0.89,4605.0,86.0,0.623,0.566,Existing Customer
780070833.0,58.0,F,2.0,Unknown,Married,Less than $40K,Blue,43.0,6.0,2.0,2.0,3034.0,2517.0,517.0,0.63,1617.0,29.0,1.417,0.83,Existing Customer
715306983.0,42.0,M,5.0,High School,Married,$60K - $80K,Blue,36.0,1.0,2.0,3.0,1866.0,0.0,1866.0,0.798,2833.0,42.0,0.355,0.0,Attrited Customer
828215508.0,,F,2.0,Graduate,Unknown,Less than $40K,Blue,50.0,4.0,4.0,,1438.3,0.0,1438.3,0.639,1785.0,33.0,0.32,0.0,Attrited Customer
717659883.0,46.0,F,2.0,Graduate,Single,Unknown,Blue,36.0,3.0,3.0,3.0,2418.0,1106.0,1312.0,0.963,3541.0,64.0,0.882,0.457,Existing Customer
712544358.0,48.0,M,3.0,Graduate,Married,$120K +,Gold,36.0,1.0,4.0,2.0,34516.0,1823.0,32693.0,1.062,15552.0,108.0,0.831,0.053,Existing Customer
708671733.0,48.0,M,4.0,Graduate,Married,$60K - $80K,Blue,36.0,2.0,3.0,3.0,2072.0,1499.0,573.0,0.598,4091.0,71.0,0.651,0.723,Existing Customer
778436283.0,41.0,M,4.0,High School,Single,Less than $40K,Blue,21.0,2.0,3.0,1.0,3429.0,1504.0,1925.0,0.601,4015.0,76.0,1.0,0.439,Existing Customer
709137558.0,52.0,M,0.0,Uneducated,Unknown,$80K - $120K,Blue,36.0,6.0,4.0,4.0,5395.0,2084.0,3311.0,0.798,4689.0,69.0,0.725,0.386,Existing Customer
810586833.0,38.0,F,3.0,,Divorced,Unknown,Blue,33.0,6.0,2.0,3.0,,857.0,28781.0,0.481,3429.0,78.0,0.696,0.029,Existing Customer
719098308.0,56.0,,2.0,,Single,Less than $40K,Blue,42.0,5.0,4.0,2.0,2423.0,268.0,2155.0,0.804,2516.0,59.0,0.639,0.111,Attrited Customer
773108958.0,55.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,48.0,4.0,1.0,1.0,3011.0,2138.0,873.0,0.565,4439.0,75.0,0.875,0.71,Existing Customer
721207908.0,47.0,F,5.0,,Single,Less than $40K,Blue,37.0,5.0,2.0,3.0,1493.0,0.0,1493.0,0.605,,95.0,0.638,0.0,Existing Customer
718338708.0,49.0,F,1.0,Graduate,Married,$40K - $60K,Blue,38.0,5.0,2.0,2.0,5481.0,0.0,5481.0,0.784,3380.0,73.0,0.78,0.0,Existing Customer
716596308.0,40.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,36.0,5.0,2.0,3.0,3919.0,1640.0,2279.0,0.8,1872.0,51.0,0.5,0.418,Existing Customer
793630083.0,39.0,M,2.0,High School,Single,$120K +,Blue,33.0,1.0,,4.0,1726.0,1476.0,,0.371,1804.0,34.0,,0.855,Attrited Customer
716831508.0,47.0,F,3.0,High School,Single,$40K - $60K,Blue,34.0,4.0,1.0,3.0,1963.0,1524.0,439.0,0.879,3492.0,59.0,1.034,0.776,Existing Customer
719709558.0,48.0,M,3.0,Graduate,Married,,Blue,33.0,3.0,1.0,2.0,6223.0,2126.0,4097.0,0.681,4518.0,79.0,0.795,0.342,Existing Customer
809809008.0,47.0,F,5.0,Graduate,Married,Less than $40K,Blue,42.0,5.0,1.0,2.0,3111.0,1541.0,1570.0,0.656,4570.0,68.0,0.511,0.495,Existing Customer
719596908.0,56.0,F,5.0,Doctorate,Married,,Blue,48.0,4.0,2.0,2.0,11281.0,2118.0,9163.0,0.534,,30.0,0.304,0.188,Existing Customer
713321508.0,47.0,F,3.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,1.0,4.0,1965.0,1175.0,790.0,,4579.0,87.0,,0.598,Existing Customer
718848183.0,50.0,M,2.0,Post-Graduate,Married,$80K - $120K,Blue,42.0,6.0,1.0,1.0,9873.0,1276.0,8597.0,0.791,4613.0,82.0,0.745,0.129,Existing Customer
772776033.0,33.0,M,2.0,College,Single,$80K - $120K,Blue,23.0,3.0,4.0,3.0,7081.0,1874.0,5207.0,0.699,2249.0,47.0,1.35,0.265,Existing Customer
716237508.0,44.0,F,5.0,High School,Married,Unknown,Blue,36.0,4.0,3.0,2.0,,2507.0,2747.0,0.751,4501.0,,0.641,0.477,Existing Customer
802247658.0,59.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,53.0,4.0,5.0,4.0,2699.0,2422.0,277.0,0.773,2599.0,43.0,0.433,0.897,Attrited Customer
780390108.0,44.0,F,3.0,College,Married,$40K - $60K,Blue,34.0,3.0,1.0,2.0,3256.0,1013.0,2243.0,0.988,5079.0,81.0,0.841,0.311,Existing Customer
710343783.0,37.0,F,5.0,Unknown,,Less than $40K,Blue,29.0,6.0,,2.0,2140.0,0.0,2140.0,0.602,4610.0,65.0,,0.0,Existing Customer
718555308.0,59.0,M,1.0,Unknown,Single,$40K - $60K,Blue,51.0,3.0,4.0,3.0,3808.0,713.0,3095.0,0.787,4845.0,88.0,0.63,0.187,Existing Customer
821150958.0,52.0,M,5.0,Graduate,Single,$80K - $120K,Blue,47.0,3.0,1.0,1.0,2047.0,665.0,1382.0,0.605,3452.0,66.0,0.692,0.325,Existing Customer
770977833.0,36.0,M,2.0,Graduate,Married,Less than $40K,Blue,23.0,2.0,2.0,3.0,3920.0,0.0,3920.0,0.813,16500.0,102.0,0.729,0.0,Existing Customer
709665783.0,39.0,F,1.0,Unknown,Married,$40K - $60K,Blue,36.0,3.0,1.0,1.0,1637.0,0.0,1637.0,0.889,4800.0,70.0,0.795,0.0,Existing Customer
792152283.0,54.0,M,3.0,Graduate,Married,$120K +,Blue,,1.0,3.0,2.0,8426.0,0.0,8426.0,0.96,,103.0,0.717,0.0,Existing Customer
716951658.0,51.0,F,3.0,High School,Single,$40K - $60K,Blue,38.0,5.0,3.0,1.0,5536.0,0.0,5536.0,0.695,4281.0,82.0,0.822,0.0,Existing Customer
712019883.0,43.0,F,4.0,Unknown,Unknown,Unknown,Blue,34.0,5.0,3.0,3.0,12778.0,1528.0,11250.0,0.777,3337.0,69.0,0.769,0.12,Existing Customer
720801033.0,51.0,F,1.0,High School,Married,Unknown,Blue,36.0,3.0,2.0,3.0,9095.0,,,0.37,,27.0,0.421,0.277,Existing Customer
708117933.0,44.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,36.0,3.0,2.0,3.0,1880.0,0.0,1880.0,0.519,2469.0,34.0,0.417,0.0,Attrited Customer
798962058.0,36.0,F,5.0,Graduate,Married,Less than $40K,Blue,30.0,3.0,3.0,3.0,3103.0,,704.0,0.581,1836.0,48.0,0.655,0.773,Existing Customer
721154208.0,60.0,F,1.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,4.0,3.0,2882.0,2081.0,801.0,0.644,4933.0,103.0,0.661,0.722,Existing Customer
788791383.0,39.0,F,3.0,High School,Married,$40K - $60K,Blue,21.0,1.0,2.0,1.0,5027.0,0.0,5027.0,0.853,4850.0,70.0,0.75,0.0,Existing Customer
712423233.0,44.0,,3.0,High School,Divorced,$60K - $80K,Blue,36.0,4.0,3.0,1.0,22919.0,1368.0,21551.0,0.942,3752.0,71.0,0.919,0.06,Existing Customer
708873183.0,47.0,M,2.0,Post-Graduate,Single,$60K - $80K,Blue,39.0,1.0,3.0,2.0,17575.0,618.0,16957.0,0.917,15473.0,128.0,0.684,0.035,Existing Customer
780108408.0,,M,2.0,Graduate,Married,,,37.0,1.0,3.0,1.0,34516.0,1369.0,33147.0,0.764,7745.0,82.0,0.64,0.04,Existing Customer
715279683.0,52.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,36.0,5.0,1.0,4.0,1438.3,0.0,1438.3,0.529,1679.0,39.0,0.5,0.0,Existing Customer
711494208.0,52.0,M,2.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,2846.0,1606.0,1240.0,,5092.0,86.0,0.792,0.564,Existing Customer
818034558.0,44.0,M,2.0,Unknown,Unknown,$60K - $80K,Blue,39.0,5.0,3.0,3.0,22075.0,1506.0,20569.0,0.794,2337.0,40.0,0.818,0.068,Existing Customer
778952058.0,46.0,M,3.0,College,Married,$80K - $120K,Blue,32.0,4.0,2.0,5.0,20860.0,1496.0,19364.0,0.816,3435.0,56.0,0.697,0.072,Existing Customer
714421233.0,54.0,F,0.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,3.0,4.0,5399.0,1723.0,3676.0,0.765,1292.0,34.0,0.889,0.319,Existing Customer
717074283.0,,,3.0,Graduate,Divorced,Unknown,Blue,37.0,5.0,,6.0,17678.0,0.0,17678.0,0.788,2566.0,49.0,0.815,0.0,Attrited Customer
810321933.0,35.0,M,3.0,High School,Unknown,$80K - $120K,Blue,30.0,5.0,3.0,3.0,11229.0,1054.0,10175.0,0.552,1898.0,36.0,1.571,0.094,Existing Customer
716186883.0,48.0,F,4.0,College,Married,$40K - $60K,Blue,37.0,3.0,6.0,2.0,1792.0,933.0,859.0,0.821,4120.0,78.0,0.773,0.521,Existing Customer
709183683.0,,F,0.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,2.0,0.0,5391.0,0.0,,1.075,1971.0,56.0,0.6,0.0,Existing Customer
770920908.0,39.0,F,0.0,Unknown,Single,$40K - $60K,,26.0,1.0,1.0,1.0,22054.0,1146.0,20908.0,0.842,8055.0,82.0,0.673,0.052,Existing Customer
718423533.0,57.0,M,3.0,College,Unknown,$60K - $80K,Blue,50.0,6.0,,4.0,16791.0,1181.0,15610.0,0.55,2983.0,,0.682,0.07,Existing Customer
716447733.0,32.0,M,3.0,Graduate,Married,$40K - $60K,Blue,18.0,5.0,3.0,3.0,6407.0,963.0,5444.0,1.052,1921.0,43.0,0.72,0.15,Existing Customer
716708583.0,54.0,M,4.0,Graduate,Married,$120K +,Blue,36.0,2.0,3.0,5.0,7684.0,0.0,7684.0,0.61,7667.0,68.0,0.789,0.0,Attrited Customer
