CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
798988983.0,Existing Customer,51.0,F,2.0,Uneducated,Married,Less than $40K,Blue,45.0,6.0,3.0,2.0,7165.0,2037.0,5128.0,0.83,3553.0,78.0,0.902,0.284,0.00018494,0.99982
710760258.0,Existing Customer,50.0,F,3.0,,Married,Less than $40K,Blue,38.0,,3.0,4.0,1438.3,0.0,1438.3,1.084,4740.0,81.0,0.653,,0.00052052,0.99948
799700208.0,Existing Customer,38.0,M,2.0,Graduate,Single,$60K - $80K,Silver,32.0,5.0,1.0,1.0,26988.0,1587.0,25401.0,0.968,3732.0,70.0,0.795,0.059,3.0011e-05,0.99997
772401933.0,Existing Customer,36.0,F,,Unknown,Single,Less than $40K,Blue,26.0,3.0,3.0,,2517.0,0.0,2517.0,,3569.0,62.0,0.771,0.0,0.00018558,0.99981
787460883.0,Attrited Customer,41.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,28.0,3.0,3.0,4.0,11091.0,0.0,11091.0,,1234.0,34.0,,0.0,,0.00181217
770937183.0,Existing Customer,40.0,F,4.0,Graduate,Single,Less than $40K,Silver,27.0,3.0,1.0,2.0,10745.0,2084.0,8661.0,0.847,3502.0,87.0,0.933,0.194,5.2192e-05,0.99995
715468083.0,Existing Customer,40.0,F,2.0,Doctorate,Married,Unknown,Silver,36.0,3.0,2.0,4.0,34516.0,1686.0,32830.0,0.562,3146.0,66.0,0.65,0.049,0.00042696,0.99957
807161508.0,Existing Customer,26.0,M,1.0,Unknown,Single,Less than $40K,Blue,20.0,6.0,3.0,2.0,2590.0,1748.0,842.0,0.626,2804.0,52.0,0.486,0.675,0.00018558,0.99981
,Existing Customer,,F,4.0,Uneducated,,Less than $40K,Blue,35.0,5.0,2.0,3.0,2722.0,1473.0,1249.0,0.737,3129.0,69.0,0.683,0.541,0.00020643,0.99979
710166783.0,Existing Customer,49.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,3.0,0.0,8228.0,0.0,8228.0,0.942,4277.0,80.0,0.702,0.0,6.2282e-05,0.99994
804820233.0,Existing Customer,38.0,M,2.0,Unknown,Divorced,$80K - $120K,Blue,33.0,6.0,3.0,2.0,11777.0,1781.0,9996.0,0.565,2763.0,62.0,0.879,0.151,0.00019771,0.9998
708758658.0,Existing Customer,49.0,,4.0,Graduate,Married,$80K - $120K,Blue,39.0,5.0,1.0,1.0,34516.0,543.0,33973.0,0.745,3951.0,76.0,,0.016,3.4833e-05,0.99997
714011358.0,Existing Customer,38.0,M,3.0,Graduate,Divorced,$80K - $120K,Blue,24.0,5.0,1.0,3.0,14821.0,0.0,14821.0,0.661,2876.0,60.0,0.622,0.0,9.6126e-05,0.9999
712401033.0,Existing Customer,36.0,M,1.0,Unknown,Single,Less than $40K,Blue,23.0,4.0,,1.0,1438.3,928.0,510.3,0.851,2186.0,59.0,0.686,0.645,0.00011192,0.99989
771212508.0,Existing Customer,34.0,F,2.0,,Single,Less than $40K,Blue,21.0,6.0,3.0,4.0,6131.0,1270.0,4861.0,0.913,2825.0,93.0,0.824,0.207,0.00056716,0.99943
821150958.0,Existing Customer,52.0,M,5.0,Graduate,Single,$80K - $120K,Blue,47.0,3.0,1.0,1.0,2047.0,665.0,1382.0,0.605,3452.0,66.0,0.692,0.325,3.429e-05,0.99997
792272658.0,Existing Customer,40.0,M,3.0,Graduate,Single,$80K - $120K,Blue,34.0,3.0,3.0,4.0,22380.0,1220.0,21160.0,0.884,3756.0,73.0,0.78,0.055,0.00053543,0.99946
809818008.0,Existing Customer,36.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,31.0,3.0,3.0,5.0,12893.0,1620.0,11273.0,0.576,2300.0,60.0,0.463,0.126,0.00095231,0.99905
803231058.0,Existing Customer,53.0,M,3.0,High School,Single,Less than $40K,Blue,47.0,5.0,1.0,1.0,3351.0,1474.0,1877.0,0.393,4294.0,66.0,0.737,0.44,3.3505e-05,
715698633.0,Existing Customer,40.0,F,2.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,1.0,1.0,5093.0,2376.0,2717.0,0.822,2341.0,57.0,0.541,0.467,3.6508e-05,0.99996
720450108.0,Existing Customer,54.0,M,1.0,Graduate,Married,$40K - $60K,Blue,44.0,5.0,1.0,1.0,1438.3,0.0,1438.3,0.576,1585.0,37.0,0.609,0.0,3.1176e-05,0.99997
719076858.0,Existing Customer,34.0,M,4.0,College,Single,$60K - $80K,Blue,20.0,5.0,1.0,2.0,2165.0,1952.0,213.0,0.822,2651.0,81.0,0.841,0.902,5.6158e-05,0.99994
720016308.0,Existing Customer,62.0,F,1.0,Unknown,Single,Less than $40K,Blue,54.0,4.0,2.0,2.0,1927.0,1319.0,608.0,0.672,4199.0,77.0,0.75,0.684,0.00011743,0.99988
712443558.0,Existing Customer,39.0,F,1.0,College,Single,Unknown,Blue,36.0,6.0,1.0,1.0,22125.0,0.0,22125.0,0.645,1994.0,57.0,0.727,0.0,3.031e-05,0.99997
711835758.0,Existing Customer,50.0,M,3.0,Graduate,Married,,Blue,42.0,4.0,5.0,3.0,34516.0,2099.0,32417.0,0.449,1756.0,35.0,0.25,0.061,0.0003506,0.99965
,Existing Customer,36.0,M,1.0,Uneducated,Divorced,$120K +,Blue,28.0,,3.0,2.0,5260.0,1116.0,4144.0,0.664,,62.0,0.879,0.212,0.0001736,0.99983
788122533.0,Existing Customer,56.0,F,1.0,Graduate,Married,Less than $40K,Blue,48.0,6.0,2.0,2.0,1438.3,0.0,1438.3,0.706,1336.0,,0.882,0.0,0.00010684,0.99989
709206333.0,Attrited Customer,44.0,F,4.0,Graduate,Single,$40K - $60K,Blue,30.0,3.0,4.0,4.0,4333.0,0.0,4333.0,0.463,1558.0,40.0,0.538,0.0,0.99847,0.00152587
713039808.0,Existing Customer,45.0,M,4.0,College,Married,Less than $40K,Blue,32.0,3.0,2.0,1.0,6637.0,0.0,6637.0,0.675,1801.0,48.0,0.6,0.0,6.9988e-05,0.99993
801700233.0,Existing Customer,36.0,M,2.0,Graduate,Single,$120K +,Blue,28.0,4.0,3.0,0.0,3174.0,2462.0,712.0,0.772,3140.0,74.0,0.721,0.776,6.6354e-05,0.99993
716815308.0,Existing Customer,44.0,F,2.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,2.0,5.0,4396.0,1489.0,2907.0,1.258,3942.0,69.0,0.816,0.339,0.00058091,0.99942
821149008.0,Attrited Customer,52.0,M,2.0,Graduate,Single,$80K - $120K,Blue,48.0,6.0,2.0,4.0,34516.0,0.0,34516.0,0.539,1661.0,40.0,0.6,0.0,0.99695,0.00305189
720580383.0,Existing Customer,50.0,F,3.0,Graduate,Married,Less than $40K,Blue,37.0,3.0,2.0,4.0,1438.3,0.0,1438.3,0.868,3637.0,80.0,0.86,0.0,0.00033886,0.99966
780202908.0,Existing Customer,53.0,F,,Graduate,Single,Less than $40K,Blue,43.0,3.0,3.0,4.0,6853.0,1480.0,5373.0,0.513,2833.0,70.0,0.556,,0.000516,0.99948
787504158.0,Existing Customer,36.0,F,0.0,Unknown,Married,Less than $40K,Blue,24.0,4.0,3.0,2.0,2570.0,2230.0,340.0,0.686,1755.0,42.0,0.448,0.868,0.00016966,0.99983
716183283.0,Existing Customer,27.0,F,1.0,College,Divorced,Less than $40K,Blue,15.0,5.0,3.0,2.0,2166.0,890.0,1276.0,1.024,3563.0,70.0,0.892,0.411,0.00016415,0.99984
824168808.0,Existing Customer,31.0,F,1.0,College,Divorced,Unknown,Blue,27.0,4.0,6.0,3.0,3647.0,1480.0,2167.0,,2271.0,60.0,0.364,0.406,0.00021793,0.99978
712936908.0,Existing Customer,36.0,M,3.0,Unknown,Single,$60K - $80K,Blue,36.0,3.0,1.0,1.0,11684.0,1786.0,9898.0,0.806,2969.0,,0.796,0.153,3.7884e-05,0.99996
719855958.0,Existing Customer,41.0,M,4.0,High School,Single,$60K - $80K,Blue,28.0,6.0,1.0,4.0,4475.0,0.0,4475.0,0.706,3367.0,66.0,0.737,0.0,0.00016112,0.99984
710112933.0,Existing Customer,28.0,M,1.0,Uneducated,Single,,,18.0,6.0,3.0,2.0,16604.0,1716.0,14888.0,1.025,2580.0,61.0,0.649,0.103,0.0001736,0.99983
768364233.0,Existing Customer,59.0,M,1.0,,Married,$40K - $60K,Blue,53.0,6.0,,5.0,5446.0,1885.0,3561.0,0.643,1505.0,33.0,0.32,0.346,0.00051556,0.99948
771725808.0,Existing Customer,43.0,M,3.0,Uneducated,Unknown,$80K - $120K,Blue,31.0,5.0,1.0,4.0,28700.0,769.0,27931.0,0.901,3395.0,71.0,0.578,0.027,0.00016861,0.99983
780686358.0,Existing Customer,41.0,M,3.0,Unknown,,$60K - $80K,Blue,30.0,3.0,1.0,1.0,2888.0,1676.0,1212.0,,3798.0,58.0,0.812,0.58,3.7884e-05,0.99996
712762758.0,Existing Customer,46.0,M,2.0,Graduate,Married,$60K - $80K,Blue,34.0,4.0,2.0,0.0,9451.0,,8171.0,,3179.0,79.0,0.975,0.135,4.1986e-05,
714392808.0,Existing Customer,51.0,M,3.0,Unknown,Married,$80K - $120K,Blue,43.0,3.0,4.0,5.0,13933.0,1019.0,12914.0,0.875,3504.0,62.0,0.771,0.073,0.00123,0.99877
713089458.0,Existing Customer,44.0,M,1.0,High School,Married,Less than $40K,Blue,33.0,5.0,2.0,2.0,,808.0,5322.0,,3411.0,78.0,0.592,0.132,0.00010386,0.9999
826780683.0,Existing Customer,40.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,6.0,2.0,2.0,15008.0,0.0,15008.0,0.784,,85.0,0.771,0.0,0.00011811,0.99988
780251658.0,Existing Customer,32.0,M,1.0,High School,Married,$40K - $60K,Blue,18.0,4.0,1.0,4.0,4583.0,1586.0,2997.0,0.828,2395.0,57.0,0.781,0.346,0.00014421,0.99986
772273983.0,Attrited Customer,48.0,M,,Uneducated,,$40K - $60K,,37.0,1.0,3.0,4.0,5268.0,2191.0,3077.0,0.622,2138.0,40.0,0.429,0.416,0.99821,0.00179304
737944908.0,Existing Customer,58.0,M,2.0,Unknown,Married,$60K - $80K,Blue,51.0,4.0,2.0,2.0,14976.0,1463.0,13513.0,0.635,1599.0,36.0,0.565,0.098,0.00012511,0.99987
720688158.0,Existing Customer,37.0,F,3.0,High School,Single,Less than $40K,Blue,25.0,3.0,2.0,4.0,2282.0,0.0,2282.0,0.741,2751.0,68.0,0.659,0.0,0.00032942,0.99967
719902908.0,Attrited Customer,51.0,M,3.0,Unknown,Married,$80K - $120K,Blue,36.0,3.0,3.0,3.0,5130.0,0.0,5130.0,0.407,1434.0,31.0,0.292,0.0,0.99711,0.00288892
,Existing Customer,43.0,F,3.0,Unknown,Married,Less than $40K,Blue,31.0,4.0,3.0,2.0,5702.0,0.0,5702.0,0.773,3928.0,75.0,0.744,0.0,0.00020516,0.99979
708193008.0,Existing Customer,41.0,M,4.0,Uneducated,Single,$80K - $120K,Blue,30.0,3.0,3.0,4.0,14480.0,0.0,14480.0,0.703,1616.0,43.0,0.654,0.0,0.0005564,0.99944
772449858.0,,51.0,M,3.0,Graduate,Divorced,$40K - $60K,Blue,41.0,5.0,,4.0,7570.0,1388.0,6182.0,0.909,3849.0,70.0,0.591,0.183,0.00053543,0.99946
715992558.0,Existing Customer,52.0,M,2.0,Doctorate,Married,$80K - $120K,Blue,38.0,4.0,2.0,2.0,12878.0,1628.0,11250.0,0.542,1968.0,59.0,0.735,0.126,0.00016471,0.99984
708502908.0,Existing Customer,61.0,M,2.0,High School,Single,$60K - $80K,Silver,48.0,5.0,2.0,3.0,26218.0,0.0,26218.0,0.74,3925.0,88.0,0.833,0.0,0.00016815,0.99983
720132258.0,Existing Customer,49.0,M,3.0,Post-Graduate,Single,$120K +,Silver,36.0,6.0,1.0,5.0,34516.0,1323.0,33193.0,0.934,3422.0,78.0,0.529,0.038,0.00030168,0.9997
,Existing Customer,36.0,F,3.0,High School,Single,Unknown,Blue,23.0,6.0,,4.0,2804.0,2090.0,,1.248,2812.0,77.0,1.081,0.745,0.00052052,0.99948
720906033.0,Existing Customer,35.0,M,1.0,Graduate,Married,$40K - $60K,Blue,25.0,5.0,4.0,4.0,5801.0,1176.0,4625.0,1.12,2987.0,52.0,0.857,0.203,0.00058531,0.99941
719961183.0,Existing Customer,63.0,F,,High School,Married,Less than $40K,Blue,53.0,5.0,3.0,2.0,2271.0,1278.0,993.0,0.375,1550.0,33.0,0.65,0.563,0.00015005,0.99985
718838808.0,,36.0,F,1.0,Post-Graduate,Married,Less than $40K,Blue,23.0,6.0,,3.0,3107.0,2354.0,753.0,1.248,2720.0,48.0,1.182,0.758,0.00033411,0.99967
710268858.0,Existing Customer,33.0,F,4.0,Graduate,Single,Less than $40K,Blue,22.0,5.0,1.0,,2001.0,1217.0,784.0,0.775,,99.0,0.707,0.608,,0.99994
788360283.0,Existing Customer,33.0,,1.0,Graduate,Single,$80K - $120K,Blue,26.0,4.0,1.0,0.0,1438.3,0.0,1438.3,0.865,2557.0,55.0,0.618,0.0,1.9069e-05,0.99998
717914808.0,Existing Customer,65.0,M,1.0,High School,Single,Unknown,Blue,,4.0,3.0,5.0,4465.0,,3762.0,,4044.0,66.0,0.65,0.157,0.00081456,0.99919
802884933.0,Existing Customer,61.0,M,1.0,Graduate,Married,$60K - $80K,Blue,55.0,6.0,2.0,3.0,3264.0,1348.0,1916.0,0.756,1665.0,32.0,0.524,0.413,0.00017969,0.99982
714436383.0,Existing Customer,44.0,M,4.0,Graduate,Unknown,$80K - $120K,Blue,34.0,4.0,3.0,2.0,26856.0,0.0,26856.0,0.581,4222.0,75.0,0.471,0.0,0.00018864,0.99981
,Existing Customer,38.0,M,1.0,Doctorate,Single,$80K - $120K,Silver,29.0,6.0,3.0,3.0,34516.0,1435.0,33081.0,1.13,4238.0,85.0,0.809,0.042,,0.99963
708816408.0,Existing Customer,41.0,M,4.0,Uneducated,Single,$80K - $120K,Blue,32.0,4.0,6.0,3.0,21756.0,0.0,21756.0,0.817,3063.0,71.0,0.511,0.0,0.00025751,0.99974
715363908.0,Existing Customer,44.0,F,4.0,Uneducated,Married,Less than $40K,Blue,26.0,4.0,1.0,2.0,4726.0,1551.0,3175.0,0.544,3658.0,70.0,0.628,0.328,5.9391e-05,0.99994
709163358.0,Attrited Customer,41.0,M,5.0,Unknown,Single,$60K - $80K,Gold,32.0,2.0,3.0,4.0,34516.0,2517.0,31999.0,0.465,1727.0,35.0,0.458,0.073,0.99852,0.0014793
827643858.0,Existing Customer,45.0,F,2.0,Unknown,Single,Less than $40K,Blue,41.0,6.0,2.0,2.0,5596.0,0.0,5596.0,0.833,3212.0,64.0,0.422,0.0,0.00012511,0.99987
711251133.0,Existing Customer,37.0,M,0.0,Post-Graduate,Single,,Blue,27.0,5.0,2.0,3.0,15326.0,,15326.0,1.159,2990.0,55.0,0.964,0.0,0.0001933,0.99981
716896833.0,Existing Customer,51.0,M,1.0,Unknown,Single,$80K - $120K,Blue,38.0,3.0,1.0,4.0,11373.0,1319.0,10054.0,0.693,1976.0,35.0,0.75,0.116,0.00016305,0.99984
789193383.0,Existing Customer,65.0,M,0.0,Uneducated,Single,Less than $40K,Blue,54.0,3.0,1.0,5.0,2644.0,1691.0,953.0,0.755,3495.0,70.0,0.628,0.64,0.00024128,0.99976
712801758.0,Existing Customer,37.0,F,1.0,Graduate,Single,$40K - $60K,Blue,27.0,6.0,1.0,2.0,2673.0,2517.0,156.0,0.714,3052.0,63.0,0.75,0.942,5.1697e-05,0.99995
719836083.0,Existing Customer,54.0,M,4.0,Unknown,Married,$60K - $80K,Blue,36.0,3.0,4.0,2.0,7477.0,1752.0,5725.0,0.294,1543.0,34.0,0.172,0.234,0.00025058,0.99975
718291233.0,Existing Customer,46.0,M,4.0,Graduate,Married,$80K - $120K,Blue,33.0,5.0,1.0,3.0,16227.0,917.0,15310.0,0.479,4314.0,67.0,0.634,0.057,9.7154e-05,0.9999
718682883.0,Existing Customer,41.0,M,2.0,Unknown,Single,,Blue,34.0,3.0,3.0,1.0,19110.0,2449.0,16661.0,1.0,4478.0,76.0,,0.128,0.00011924,0.99988
771503958.0,Existing Customer,49.0,M,2.0,Unknown,Single,$40K - $60K,Blue,37.0,5.0,1.0,3.0,2993.0,1265.0,1728.0,0.579,4089.0,72.0,0.674,0.423,0.00010183,0.9999
771960708.0,Existing Customer,51.0,M,2.0,Graduate,Married,$80K - $120K,Blue,40.0,3.0,2.0,4.0,3290.0,2461.0,829.0,0.797,3591.0,80.0,0.739,0.748,0.00032656,0.99967
717427983.0,Existing Customer,50.0,F,3.0,High School,Single,Less than $40K,Silver,39.0,4.0,3.0,4.0,11176.0,2422.0,8754.0,1.003,2682.0,64.0,0.641,0.217,0.00047034,
712737108.0,Existing Customer,48.0,F,4.0,High School,Married,Unknown,Blue,36.0,4.0,1.0,2.0,21416.0,0.0,21416.0,0.702,4221.0,75.0,0.923,0.0,5.6153e-05,0.99994
771599283.0,Existing Customer,53.0,M,2.0,,Married,,Blue,41.0,3.0,2.0,5.0,2492.0,1668.0,824.0,,1606.0,32.0,0.882,0.669,0.00056498,0.99944
717237708.0,Existing Customer,54.0,M,,Post-Graduate,Single,$60K - $80K,Blue,38.0,3.0,3.0,5.0,,1878.0,12387.0,0.847,3982.0,58.0,0.871,0.132,0.0010502,0.99895
,Existing Customer,46.0,F,4.0,Unknown,Single,$40K - $60K,Silver,35.0,6.0,3.0,2.0,16985.0,968.0,16017.0,0.455,2961.0,56.0,,0.057,,0.99981
712513458.0,Existing Customer,47.0,F,4.0,,Single,Less than $40K,Blue,38.0,,1.0,4.0,7469.0,1899.0,5570.0,0.999,3150.0,70.0,0.489,0.254,0.00016112,0.99984
709690158.0,Existing Customer,52.0,F,4.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,1.0,2.0,4592.0,2517.0,2075.0,0.572,1470.0,33.0,0.737,0.548,5.7762e-05,0.99994
709959858.0,Existing Customer,43.0,F,4.0,Graduate,Single,Less than $40K,Blue,32.0,6.0,,4.0,,0.0,4341.0,0.613,3825.0,63.0,0.537,,0.00054115,0.99946
720683958.0,Existing Customer,41.0,M,4.0,Uneducated,Divorced,$80K - $120K,Gold,36.0,6.0,2.0,2.0,34516.0,0.0,34516.0,0.742,4077.0,67.0,0.763,0.0,0.0001414,0.99986
780704358.0,Existing Customer,34.0,M,3.0,Post-Graduate,Unknown,$60K - $80K,Silver,23.0,4.0,3.0,0.0,27710.0,0.0,27710.0,0.777,4014.0,73.0,0.659,0.0,7.3205e-05,0.99993
717843783.0,Existing Customer,33.0,F,,College,Single,Less than $40K,Silver,17.0,4.0,3.0,2.0,13431.0,,11848.0,,2338.0,71.0,0.69,0.118,0.00014832,0.99985
718318383.0,Existing Customer,49.0,M,1.0,High School,Unknown,$60K - $80K,Blue,36.0,6.0,3.0,4.0,2645.0,1499.0,1146.0,0.67,4251.0,69.0,0.533,0.567,0.00047086,0.99953
708849858.0,Existing Customer,44.0,M,3.0,Doctorate,Single,$120K +,Blue,35.0,4.0,1.0,5.0,14028.0,1435.0,12593.0,0.57,3683.0,73.0,0.738,0.102,0.00041058,0.99959
712652283.0,Existing Customer,36.0,M,1.0,Uneducated,Divorced,$80K - $120K,Blue,28.0,4.0,1.0,3.0,34516.0,774.0,33742.0,0.989,3030.0,74.0,0.805,0.022,8.9404e-05,0.99991
793461933.0,Existing Customer,37.0,M,3.0,High School,Single,$80K - $120K,Blue,31.0,4.0,2.0,4.0,5699.0,1006.0,4693.0,0.734,2835.0,57.0,0.9,0.177,0.00032942,0.99967
720084183.0,Existing Customer,46.0,M,3.0,Unknown,Divorced,$120K +,Blue,34.0,5.0,2.0,4.0,16284.0,0.0,16284.0,0.889,3018.0,75.0,0.5,0.0,0.00037246,0.99963
767114958.0,Existing Customer,,M,0.0,Uneducated,Single,Less than $40K,Blue,56.0,4.0,2.0,2.0,3226.0,2073.0,,1.035,3250.0,70.0,0.591,0.643,0.00010043,0.9999
709216533.0,Existing Customer,52.0,M,2.0,College,Married,$80K - $120K,Blue,36.0,6.0,3.0,4.0,2803.0,778.0,2025.0,0.55,3142.0,64.0,0.561,0.278,0.00050168,0.9995
720897783.0,,50.0,M,1.0,Uneducated,Married,$120K +,Blue,30.0,6.0,2.0,,34516.0,2010.0,32506.0,0.594,,59.0,0.735,0.058,0.00054528,0.99945
773503308.0,Existing Customer,59.0,M,1.0,Uneducated,,Less than $40K,Blue,53.0,5.0,5.0,4.0,2192.0,1569.0,623.0,0.706,4010.0,79.0,0.717,,,0.99944
719963433.0,Existing Customer,37.0,F,3.0,Unknown,Single,Unknown,Blue,29.0,3.0,2.0,2.0,8318.0,1945.0,6373.0,1.487,3676.0,77.0,1.139,0.234,0.00012982,0.99987
708139833.0,Attrited Customer,40.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,30.0,4.0,2.0,3.0,6391.0,0.0,6391.0,0.632,2323.0,44.0,0.419,0.0,0.99499,0.00501
710664558.0,Existing Customer,40.0,F,3.0,High School,Married,Less than $40K,Blue,31.0,5.0,2.0,4.0,4736.0,945.0,3791.0,0.835,3927.0,73.0,0.659,0.2,0.00032942,0.99967
713687508.0,Existing Customer,59.0,M,1.0,Doctorate,Single,$60K - $80K,Blue,49.0,5.0,,4.0,9944.0,1606.0,8338.0,0.62,3159.0,69.0,,0.162,0.00044353,0.99956
816312633.0,Existing Customer,52.0,F,3.0,College,Married,$40K - $60K,Blue,47.0,,3.0,3.0,4717.0,0.0,4717.0,0.563,2349.0,66.0,0.347,0.0,,0.99969
712019883.0,Existing Customer,43.0,F,4.0,Unknown,Unknown,Unknown,Blue,34.0,5.0,3.0,3.0,12778.0,1528.0,11250.0,0.777,3337.0,69.0,0.769,0.12,0.00034872,0.99965
,Existing Customer,48.0,M,3.0,Graduate,Married,$60K - $80K,Blue,,5.0,2.0,3.0,,2157.0,14763.0,0.629,3275.0,60.0,0.5,0.127,0.00019864,0.9998
718345233.0,Existing Customer,45.0,F,2.0,Graduate,,Less than $40K,,35.0,6.0,3.0,3.0,3240.0,2517.0,723.0,0.636,1904.0,41.0,0.519,0.777,0.00030251,0.9997
771228183.0,Existing Customer,30.0,F,0.0,Graduate,Divorced,Less than $40K,Blue,17.0,4.0,1.0,3.0,4704.0,0.0,4704.0,1.177,3294.0,87.0,0.891,0.0,7.9494e-05,0.99992
789430083.0,Existing Customer,,F,5.0,,Single,$40K - $60K,Blue,32.0,6.0,1.0,2.0,14987.0,1425.0,13562.0,0.8,4470.0,83.0,0.844,0.095,5.5277e-05,0.99994
779524833.0,Existing Customer,51.0,M,1.0,Unknown,Single,$80K - $120K,Blue,34.0,4.0,3.0,3.0,3554.0,1563.0,1991.0,0.893,3640.0,59.0,0.735,0.44,0.00031211,0.99969
823621083.0,Existing Customer,46.0,M,3.0,Graduate,Married,$120K +,Blue,42.0,3.0,3.0,4.0,9227.0,938.0,8289.0,0.735,3948.0,74.0,0.721,0.102,0.00053543,0.99946
,Existing Customer,50.0,M,1.0,Unknown,Married,$120K +,Blue,40.0,3.0,,2.0,7522.0,1057.0,6465.0,1.197,2533.0,62.0,1.138,0.141,0.00018558,0.99981
715424283.0,Existing Customer,31.0,F,0.0,College,Married,Less than $40K,Blue,21.0,5.0,2.0,2.0,1677.0,0.0,1677.0,1.369,3059.0,50.0,0.613,0.0,9.496e-05,0.99991
807209808.0,Existing Customer,48.0,M,1.0,High School,Single,$60K - $80K,Blue,40.0,6.0,2.0,2.0,2319.0,1630.0,689.0,0.846,3739.0,68.0,0.659,0.703,0.00010386,0.9999
716578158.0,Existing Customer,39.0,F,1.0,Unknown,Married,Less than $40K,Blue,29.0,6.0,2.0,5.0,2722.0,1592.0,1130.0,1.319,3205.0,49.0,0.633,0.585,0.00058291,0.99942
708911508.0,Existing Customer,50.0,F,2.0,Unknown,Married,Less than $40K,Blue,39.0,3.0,3.0,2.0,2046.0,0.0,2046.0,0.936,3446.0,71.0,0.578,0.0,0.00019771,0.9998
717332733.0,Existing Customer,47.0,M,4.0,Unknown,Single,$80K - $120K,Silver,37.0,5.0,2.0,4.0,34516.0,0.0,34516.0,1.06,2851.0,80.0,0.739,0.0,0.00034015,0.99966
710681808.0,Existing Customer,53.0,M,3.0,High School,Single,$80K - $120K,Blue,42.0,6.0,3.0,3.0,18531.0,1548.0,16983.0,0.833,2484.0,52.0,0.857,0.084,0.00030516,0.99969
708740808.0,Existing Customer,45.0,M,4.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,3.0,4.0,4112.0,0.0,4112.0,0.777,2949.0,54.0,1.25,0.0,0.00054115,0.99946
711728208.0,Existing Customer,46.0,M,4.0,Graduate,Single,$120K +,Blue,34.0,4.0,1.0,2.0,34516.0,0.0,34516.0,0.991,,68.0,0.659,0.0,5.7762e-05,0.99994
720562008.0,Existing Customer,,M,2.0,Graduate,Single,$80K - $120K,Silver,22.0,4.0,3.0,,34516.0,1263.0,33253.0,0.603,2759.0,65.0,0.806,0.037,0.00027334,0.99973
709012083.0,Existing Customer,39.0,M,1.0,Uneducated,Married,Less than $40K,Blue,28.0,,3.0,4.0,4683.0,2514.0,2169.0,0.58,2010.0,45.0,0.731,0.537,0.000498,0.9995
771073908.0,Existing Customer,62.0,M,0.0,Unknown,Married,$40K - $60K,Blue,48.0,4.0,1.0,2.0,1438.3,0.0,1438.3,0.425,1406.0,27.0,0.5,0.0,5.1951e-05,0.99995
718174908.0,Existing Customer,53.0,F,3.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,3.0,2.0,4224.0,2417.0,1807.0,0.522,1458.0,29.0,1.071,0.572,0.00019191,0.99981
709550958.0,Existing Customer,51.0,M,3.0,Graduate,Married,$60K - $80K,Blue,32.0,,1.0,4.0,7133.0,0.0,7133.0,0.612,2689.0,62.0,0.59,0.0,0.00016399,0.99984
720411183.0,Existing Customer,34.0,F,1.0,High School,Single,Unknown,Blue,22.0,6.0,1.0,0.0,10253.0,1857.0,8396.0,1.193,3042.0,66.0,0.941,0.181,1.8538e-05,0.99998
720776508.0,Existing Customer,44.0,F,2.0,Doctorate,Single,$40K - $60K,Blue,25.0,4.0,3.0,2.0,4210.0,0.0,4210.0,1.224,4248.0,65.0,0.857,0.0,0.00026028,0.99974
755615208.0,Existing Customer,49.0,M,3.0,High School,Single,$120K +,Blue,42.0,5.0,3.0,2.0,12630.0,1822.0,10808.0,0.947,4084.0,66.0,0.571,0.144,0.00018145,0.99982
708147108.0,Existing Customer,26.0,M,0.0,Graduate,Divorced,Unknown,Blue,36.0,6.0,1.0,3.0,21084.0,2517.0,18567.0,0.763,2309.0,71.0,0.543,0.119,7.9494e-05,0.99992
827476983.0,Attrited Customer,56.0,F,2.0,College,Single,Less than $40K,Blue,52.0,3.0,5.0,1.0,3639.0,2178.0,1461.0,0.451,1865.0,42.0,0.5,0.599,0.99158,0.00842
716682258.0,Existing Customer,52.0,M,1.0,High School,,$120K +,Blue,36.0,4.0,3.0,,31945.0,1591.0,30354.0,0.711,3650.0,62.0,0.676,0.05,0.00081456,0.99919
